sale_id,branch_id,shoe_id,sale_date,quantity_sold,total_price
378972,2,BO337,2024-09-17,4,1200
571907,2,BA525,2024-04-13,4,480
368160,3,BA771,2024-10-14,1,120
505726,2,SN812,2024-12-07,3,540
709733,2,BA745,2024-09-28,3,360
843653,1,SA770,2024-05-09,5,750
673519,2,SN688,2024-06-04,4,720
399854,3,BO199,2024-11-10,3,900
292757,3,HE106,2024-11-03,1,250
450113,2,BO354,2024-03-22,5,1500
840750,3,HE206,2024-11-19,1,250
476023,3,SN319,2024-07-29,3,540
281864,3,CA167,2024-07-09,1,190
515314,2,SA903,2024-05-31,1,150
837008,3,FO769,2024-02-29,2,460
103348,3,FO923,2024-11-08,2,460
273152,1,BO915,2024-10-02,6,1800
431860,3,CA864,2024-06-20,4,760
906896,3,SA703,2024-05-18,1,150
216895,2,FO529,2024-11-24,1,230
649152,1,CA882,2024-02-28,2,380
709843,3,CA864,2024-05-21,1,190
630699,2,BA745,2024-01-28,5,600
201899,3,SN573,2024-12-02,2,360
775643,2,BA590,2024-03-10,5,600
601553,2,FO609,2024-09-28,3,690
330631,2,SN329,2024-01-21,4,720
796136,2,SN713,2024-08-15,2,360
899008,2,FO429,2024-08-15,2,460
548205,1,SA495,2024-08-03,3,450
769864,3,CA669,2024-01-31,4,760
867581,1,SN127,2024-08-01,1,180
267828,1,BO934,2024-06-12,7,2100
787060,1,SN521,2024-03-02,6,1080
909886,3,SA372,2024-04-09,1,150
944836,1,BO705,2024-02-05,5,1500
781805,3,SN497,2024-11-16,1,180
426681,2,HE601,2024-12-14,1,250
962316,3,CA669,2024-01-24,1,190
551915,2,HE658,2024-12-14,5,1250
811691,2,BA141,2024-02-16,1,120
418309,3,SA686,2024-12-26,1,150
824776,3,HE624,2024-10-28,1,250
660735,2,FO609,2024-11-19,2,460
428353,1,CA785,2024-01-01,1,190
886665,2,BA939,2024-03-26,3,360
348908,2,FO802,2024-06-24,5,1150
529398,2,HE106,2024-12-23,2,500
356845,1,SA154,2024-01-26,3,450
846875,2,SA496,2024-05-21,2,300
739868,1,BA174,2024-03-03,1,120
326315,2,SA341,2024-04-05,2,300
353638,2,FO696,2024-03-05,4,920
586937,3,BO605,2024-08-07,2,600
698471,3,BO114,2024-02-09,1,300
399529,1,SN257,2024-10-02,1,180
126169,2,CA542,2024-06-22,4,760
562427,3,HE133,2024-03-13,1,250
264362,1,BO354,2024-01-17,1,300
353659,2,BA659,2024-12-22,1,120
777303,2,SA793,2024-06-29,1,150
481704,2,HE414,2024-08-14,1,250
778998,2,HE468,2024-03-30,1,250
257853,1,HE133,2024-04-19,1,250
283396,3,SN211,2024-12-26,1,180
516596,1,SN703,2024-09-06,1,180
296858,1,SA720,2024-10-01,1,150
404755,2,CA234,2024-07-21,2,380
936943,1,BA872,2024-02-14,5,600
737681,3,CA492,2024-04-19,1,190
407694,3,CA686,2024-07-31,1,190
623630,1,FO693,2024-09-08,5,1150
477132,3,SA864,2024-11-21,3,450
632298,2,CA591,2024-03-12,1,190
201981,3,BA856,2024-04-15,1,120
383821,2,HE133,2024-10-15,2,500
298742,2,SN329,2024-11-19,2,360
560444,1,BA818,2024-02-05,3,360
429101,2,SN769,2024-10-22,2,360
221402,1,SN401,2024-05-06,2,360
984444,1,SN829,2024-10-04,1,180
802408,2,BA565,2024-10-04,4,480
987409,3,SN766,2024-01-17,3,540
397935,1,SN905,2024-11-11,5,900
380151,1,SN683,2024-09-25,3,540
119400,1,BO420,2024-02-03,2,600
921445,1,CA376,2024-02-11,3,570
790967,2,BA760,2024-12-15,2,240
476120,3,BO832,2024-04-30,2,600
672838,1,SA819,2024-04-29,2,300
511919,2,SN165,2024-08-29,2,360
481250,3,SN401,2024-07-30,1,180
275583,1,CA472,2024-02-15,1,190
312071,2,HE839,2024-06-10,5,1250
980164,1,FO928,2024-01-21,1,230
314073,2,SN969,2024-02-06,3,540
471902,1,FO997,2024-06-02,3,690
163621,1,FO696,2024-07-27,5,1150
550979,3,BO600,2024-11-11,2,600
780022,1,HE320,2024-10-15,1,250
510817,1,BO147,2024-06-08,5,1500
815223,2,CA794,2024-08-07,2,380
524629,2,BA771,2024-11-07,3,360
596409,1,CA234,2024-12-29,1,190
450430,1,BA694,2024-01-19,7,840
242950,1,FO488,2024-11-29,3,690
313237,2,BO651,2024-01-23,5,1500
345939,1,SN404,2024-07-31,6,1080
411871,2,BO750,2024-06-18,5,1500
989223,3,CA518,2024-03-19,1,190
366523,3,CA518,2024-09-09,2,380
122755,1,HE414,2024-10-18,6,1500
504883,2,SA154,2024-08-19,2,300
936015,1,BA398,2024-04-20,1,120
899533,2,BA525,2024-01-08,4,480
729702,2,BA659,2024-04-15,2,240
803408,1,BA784,2024-10-07,1,120
400697,2,FO405,2024-01-10,5,1150
353684,2,HE835,2024-09-05,2,500
811270,3,FO347,2024-10-28,1,230
592208,2,BA468,2024-04-03,4,480
740342,3,HE530,2024-10-11,1,250
614301,2,BO241,2024-08-19,1,300
162928,2,BA659,2024-07-19,3,360
276740,1,BA797,2024-10-27,6,720
164717,1,BA547,2024-11-22,3,360
727701,1,SA770,2024-07-05,6,900
405810,2,CA377,2024-12-01,1,190
915362,1,SA210,2024-10-21,6,900
462760,1,HE839,2024-04-23,4,1000
367188,1,BO354,2024-12-10,1,300
308830,2,BO600,2024-08-16,1,300
837077,2,BO114,2024-03-26,2,600
924076,2,HE699,2024-05-25,3,750
167031,1,BA251,2024-04-25,2,240
507947,2,BA398,2024-03-02,2,240
873302,3,CA686,2024-01-05,1,190
172211,3,FO685,2024-06-09,4,920
452679,1,SN743,2024-09-20,2,360
576457,3,BO431,2024-02-26,1,300
563719,2,BA771,2024-02-12,2,240
706471,3,CA389,2024-03-25,1,190
248056,3,BA221,2024-09-10,1,120
121855,2,SN703,2024-10-14,3,540
181239,3,CA502,2024-12-31,2,380
300726,2,HE783,2024-05-29,4,1000
492061,3,SN829,2024-01-17,2,360
207738,3,BA659,2024-01-26,3,360
741209,1,SA703,2024-12-09,5,750
266780,2,BA784,2024-08-29,3,360
829544,1,BO750,2024-06-11,5,1500
484861,2,HE106,2024-03-15,1,250
819130,3,BA526,2024-12-06,1,120
116872,3,SA903,2024-03-17,2,300
904195,3,CA295,2024-11-24,3,570
491488,3,BO897,2024-03-12,1,300
731088,1,SN743,2024-04-01,2,360
262466,3,SN521,2024-07-22,3,540
283805,2,BA884,2024-08-21,1,120
729269,3,CA807,2024-03-19,3,570
862472,3,BA141,2024-12-05,1,120
722094,3,SN992,2024-06-16,1,180
426236,2,BO280,2024-03-22,2,600
702702,3,HE392,2024-05-25,2,500
112567,2,FO581,2024-10-04,3,690
499823,1,BA526,2024-12-28,1,120
781045,3,SA911,2024-03-04,1,150
379057,3,BA525,2024-11-02,2,240
182731,3,SN257,2024-07-04,2,360
400346,3,SN683,2024-01-20,3,540
824542,3,SA686,2024-02-25,1,150
245459,3,BO737,2024-08-10,2,600
357937,2,FO685,2024-10-12,2,460
936306,2,SA856,2024-10-11,5,750
498277,1,BA863,2024-02-23,1,120
460664,3,SA903,2024-02-04,1,150
490845,2,SA720,2024-01-26,2,300
828145,2,FO369,2024-09-09,2,460
813352,1,SN611,2024-10-09,6,1080
896588,1,SN964,2024-08-02,3,540
235635,3,FO116,2024-09-11,2,460
543467,3,CA377,2024-01-31,1,190
594093,2,BA528,2024-12-21,2,240
716235,1,HE627,2024-08-07,3,750
277517,1,BO247,2024-06-28,3,900
343655,3,HE547,2024-01-16,2,500
806391,1,HE348,2024-11-15,6,1500
540395,2,BO354,2024-02-09,1,300
209361,1,SA819,2024-09-25,2,300
150443,3,SA807,2024-06-22,1,150
785253,2,FO773,2024-05-20,1,230
226993,2,CA381,2024-12-12,2,380
516098,1,SN743,2024-12-22,5,900
212754,3,SN165,2024-05-23,2,360
974072,2,SN147,2024-05-12,3,540
259799,2,SN935,2024-07-19,5,900
748287,2,SN935,2024-05-25,1,180
163621,3,HE888,2024-01-08,3,750
482520,1,HE698,2024-09-27,1,250
684757,1,FO588,2024-01-19,3,690
446224,1,BA434,2024-03-04,6,720
616836,1,SN213,2024-07-25,5,900
619085,2,HE733,2024-01-12,2,500
304231,3,CA377,2024-09-17,1,190
377256,2,FO685,2024-06-17,2,460
773786,3,BA659,2024-08-30,1,120
157668,3,SN653,2024-08-20,1,180
224463,1,FO675,2024-06-06,3,690
569120,1,CA249,2024-01-26,5,950
717923,3,BA947,2024-07-31,2,240
575582,3,BO313,2024-11-27,1,300
616593,3,FO405,2024-08-14,2,460
664799,1,FO355,2024-10-24,2,460
749628,2,HE508,2024-11-25,5,1250
438195,1,BA141,2024-12-05,5,600
141664,2,BA751,2024-10-22,4,480
950569,2,CA234,2024-06-16,2,380
239185,1,SA822,2024-05-31,6,900
911497,3,CA716,2024-02-10,1,190
894939,3,SA903,2024-12-31,2,300
596047,1,BO897,2024-02-14,5,1500
688116,1,SN403,2024-08-12,1,180
208063,2,BO790,2024-06-15,5,1500
229574,3,BA221,2024-06-20,1,120
879094,1,FO704,2024-06-14,1,230
800628,1,FO632,2024-05-22,6,1380
751391,2,SN172,2024-08-25,1,180
567305,3,FO773,2024-06-19,1,230
151358,3,CA363,2024-02-01,2,380
326615,3,BA325,2024-05-15,2,240
716406,2,FO693,2024-05-21,1,230
888613,3,SN404,2024-05-04,3,540
325339,1,CA807,2024-04-30,1,190
568462,2,FO997,2024-08-27,3,690
404993,3,FO355,2024-04-17,1,230
681910,2,SN172,2024-03-31,1,180
644560,2,BO838,2024-11-02,1,300
411656,2,FO997,2024-06-19,4,920
353888,2,BA694,2024-01-09,1,120
268808,3,SA495,2024-05-17,1,150
254274,1,SN602,2024-06-12,3,540
274568,3,HE562,2024-02-22,1,250
101592,2,SA725,2024-11-12,1,150
906700,1,SN905,2024-01-23,3,540
979955,1,CA798,2024-10-10,6,1140
860586,3,BA345,2024-12-20,3,360
292532,2,SN512,2024-07-01,3,540
619440,2,SA327,2024-12-29,1,150
959684,2,BA120,2024-12-01,2,240
482524,1,SN769,2024-11-06,5,900
755096,2,HE839,2024-08-21,2,500
946482,1,BA672,2024-03-18,6,720
424129,2,CA295,2024-09-16,2,380
969988,3,BO995,2024-04-12,2,600
935876,3,BA290,2024-12-12,3,360
512618,3,SN127,2024-11-28,2,360
973085,1,BO431,2024-01-06,5,1500
146889,3,BO199,2024-01-10,2,600
499758,2,BA522,2024-04-19,4,480
165366,2,SA275,2024-12-05,1,150
759452,1,BA729,2024-11-13,3,360
508786,2,SN404,2024-06-09,5,900
832884,1,SN319,2024-11-15,5,900
873326,3,BA522,2024-06-15,2,240
364897,2,BO838,2024-06-25,1,300
816615,2,BA468,2024-10-17,4,480
895468,2,FO787,2024-09-17,4,920
157022,1,SA327,2024-02-25,1,150
314957,3,CA785,2024-06-08,1,190
716192,1,SN918,2024-09-05,1,180
352483,1,FO196,2024-01-09,3,690
901563,3,FO429,2024-10-28,3,690
812982,3,CA249,2024-11-12,1,190
358625,3,HE534,2024-09-14,1,250
713755,2,SN653,2024-11-11,2,360
358670,1,FO529,2024-04-09,4,920
345704,3,CA981,2024-06-03,2,380
935121,1,FO529,2024-03-16,1,230
450237,2,CA882,2024-12-02,5,950
373396,1,CA472,2024-07-28,7,1330
393112,3,BO420,2024-09-04,1,300
709918,2,SN653,2024-11-06,4,720
695404,1,SN571,2024-12-30,5,900
531545,3,BO569,2024-05-15,3,900
870292,3,FO540,2024-10-17,1,230
690062,2,SN602,2024-05-21,4,720
155771,1,SN213,2024-09-22,2,360
747300,2,SN147,2024-07-22,2,360
349089,3,BO956,2024-11-07,3,900
428877,2,BO466,2024-03-29,2,600
332201,2,HE823,2024-06-18,1,250
102189,3,CA716,2024-10-02,1,190
753426,1,FO429,2024-08-24,2,460
802715,1,HE835,2024-04-16,5,1250
988294,3,FO988,2024-10-30,2,460
612842,1,FO529,2024-02-08,2,460
368831,2,BA249,2024-01-05,2,240
133610,3,FO455,2024-08-06,2,460
318379,2,BO185,2024-12-06,3,900
789581,2,SN713,2024-09-16,1,180
736698,1,SN731,2024-08-01,1,180
937079,2,CA363,2024-02-13,2,380
212356,1,BO605,2024-05-18,5,1500
827336,1,SA270,2024-12-04,3,450
943752,3,SN735,2024-07-07,2,360
344781,3,BO948,2024-10-20,3,900
289149,1,HE796,2024-01-24,2,500
920066,2,BA251,2024-02-26,1,120
852302,3,CA234,2024-11-28,1,190
120052,3,HE955,2024-02-28,1,250
539582,3,SN503,2024-07-18,1,180
297095,1,SA195,2024-10-27,1,150
631860,2,FO744,2024-08-30,1,230
393433,3,CA901,2024-11-17,2,380
781911,3,CA234,2024-07-11,2,380
977592,2,FO704,2024-03-21,5,1150
641264,3,FO928,2024-03-08,2,460
970156,1,FO802,2024-05-25,5,1150
109292,3,FO540,2024-04-15,2,460
900226,2,BO118,2024-03-23,1,300
732793,2,BA971,2024-06-04,1,120
327728,3,CA306,2024-01-13,2,380
383672,1,SN401,2024-03-09,3,540
999925,3,HE627,2024-03-15,2,500
582928,2,BO540,2024-03-07,1,300
446207,3,CA381,2024-01-27,2,380
275536,1,HE915,2024-01-03,3,750
864544,1,SA674,2024-02-21,3,450
373403,1,CA635,2024-12-21,3,570
939404,1,HE534,2024-11-30,5,1250
423115,1,HE320,2024-03-28,4,1000
255551,2,BO569,2024-07-18,5,1500
693169,3,CA274,2024-01-31,3,570
539752,2,BO600,2024-01-18,1,300
953763,1,BO948,2024-06-08,5,1500
553971,2,CA995,2024-12-31,5,950
493064,2,BO868,2024-01-29,2,600
753606,1,CA540,2024-02-12,2,380
445774,2,BA929,2024-05-07,2,240
646131,2,SN319,2024-02-06,3,540
411937,3,HE549,2024-08-19,1,250
245087,3,CA686,2024-10-30,1,190
908739,1,BA590,2024-10-17,1,120
989967,3,BO146,2024-10-31,1,300
159983,2,BO305,2024-04-09,4,1200
108892,3,HE997,2024-11-30,1,250
372475,3,HE698,2024-12-09,3,750
123048,2,BA659,2024-04-17,1,120
877041,3,BO354,2024-07-23,2,600
704894,3,CA293,2024-06-14,1,190
537168,3,BA771,2024-12-24,2,240
268306,1,SN138,2024-06-22,7,1260
985729,1,FO325,2024-03-04,6,1380
953308,1,SA281,2024-07-17,3,450
656653,1,BO280,2024-03-29,3,900
846643,1,BA499,2024-06-11,3,360
895840,3,SA740,2024-10-09,1,150
711478,3,BA694,2024-11-22,3,360
120248,1,SA686,2024-06-19,5,750
182902,3,BA863,2024-10-08,3,360
183151,3,FO696,2024-08-28,1,230
767952,2,CA377,2024-05-21,3,570
214103,3,HE835,2024-10-21,1,250
614329,2,FO437,2024-07-02,4,920
245092,3,FO704,2024-06-26,1,230
271494,1,HE839,2024-09-06,1,250
672003,2,SA911,2024-05-19,1,150
906839,1,BA740,2024-06-02,7,840
823046,1,CA962,2024-08-09,3,570
610052,3,SN497,2024-05-30,1,180
610394,3,BA473,2024-04-08,2,240
328045,3,SA284,2024-02-10,1,150
670072,1,CA807,2024-11-18,6,1140
595029,1,CA377,2024-08-19,1,190
250711,3,BA528,2024-09-04,1,120
475727,2,SN602,2024-03-19,4,720
900546,3,SN407,2024-04-10,3,540
299809,3,BA795,2024-12-19,1,120
412703,3,FO373,2024-03-08,2,460
541721,3,BO750,2024-09-27,1,300
258468,1,SA154,2024-09-11,5,750
419931,3,SA495,2024-01-16,2,300
388462,2,SA729,2024-09-25,3,450
409273,3,SA991,2024-08-10,1,150
700137,3,BO856,2024-03-20,3,900
615124,1,CA623,2024-11-11,6,1140
435867,1,BA499,2024-01-02,7,840
918643,1,BO600,2024-08-06,2,600
380780,1,SN905,2024-07-16,6,1080
459766,2,CA765,2024-03-07,2,380
868126,2,SN213,2024-02-03,1,180
106860,1,BO147,2024-03-06,3,900
754110,1,SN769,2024-06-28,5,900
233523,3,BO305,2024-07-03,1,300
799597,1,CA166,2024-08-19,2,380
796467,3,CA514,2024-08-11,1,190
772487,1,BO185,2024-05-09,1,300
313186,3,BA221,2024-02-13,1,120
782276,1,BO313,2024-06-03,5,1500
999759,2,BA694,2024-01-25,2,240
274746,2,FO928,2024-11-04,2,460
256894,3,CA901,2024-10-16,3,570
954662,3,CA252,2024-03-21,2,380
376825,3,HE861,2024-05-12,2,500
364780,2,SN403,2024-02-15,1,180
240810,1,CA785,2024-04-30,1,190
488280,1,HE783,2024-01-17,5,1250
919871,2,SN165,2024-03-18,4,720
148184,2,SA154,2024-04-11,4,600
853558,3,FO445,2024-07-30,1,230
811417,3,SN521,2024-01-06,3,540
955881,2,BO276,2024-06-23,2,600
441294,3,BA398,2024-02-25,1,120
354525,3,SN735,2024-11-03,3,540
605334,3,HE404,2024-05-24,1,250
699432,3,BO956,2024-02-29,2,600
636490,1,BO856,2024-12-12,3,900
597172,2,HE601,2024-06-18,3,750
654321,2,SN710,2024-11-30,3,540
276694,3,SA822,2024-08-02,1,150
698236,3,BA661,2024-06-15,2,240
422811,2,FO333,2024-01-04,5,1150
810978,2,SA284,2024-09-22,3,450
276200,2,CA274,2024-07-29,1,190
391053,1,HE404,2024-12-02,1,250
217940,1,BO995,2024-04-10,5,1500
655676,1,FO632,2024-01-23,7,1610
745262,3,BO199,2024-05-17,3,900
141869,1,CA377,2024-11-11,6,1140
447985,1,BO284,2024-07-24,6,1800
162902,1,SN483,2024-01-30,7,1260
491359,3,BO241,2024-06-30,1,300
128598,2,CA864,2024-09-27,4,760
447258,2,FO928,2024-05-11,3,690
879692,2,SA341,2024-04-13,1,150
545228,1,BO948,2024-07-18,6,1800
725448,1,SA495,2024-11-27,6,900
811044,2,SA770,2024-05-03,2,300
640961,2,SN918,2024-08-11,1,180
348771,2,SA725,2024-05-27,2,300
684798,2,HE206,2024-04-13,3,750
543656,1,BA174,2024-03-05,1,120
261632,2,BA345,2024-05-19,4,480
602496,1,BA929,2024-09-25,1,120
269367,2,SN127,2024-03-12,5,900
639215,3,CA882,2024-10-14,3,570
910575,2,SA496,2024-11-11,1,150
335956,3,BO605,2024-09-22,1,300
854352,3,HE121,2024-06-05,3,750
317682,1,FO529,2024-09-14,1,230
135266,2,HE508,2024-04-13,2,500
901290,3,SN731,2024-08-31,1,180
339952,3,SA674,2024-12-03,2,300
959652,2,CA635,2024-02-11,1,190
410438,2,BO466,2024-05-10,4,1200
566502,1,FO609,2024-12-16,6,1380
290430,2,BA738,2024-04-24,3,360
917915,1,FO923,2024-09-22,2,460
808834,3,HE560,2024-10-27,1,250
111188,3,BO305,2024-04-25,2,600
284153,1,HE733,2024-01-22,6,1500
257779,3,FO333,2024-03-01,3,690
648634,3,BO370,2024-01-26,1,300
188829,2,HE724,2024-11-10,3,750
234751,2,FO744,2024-11-05,3,690
854689,1,BO897,2024-07-29,5,1500
219124,2,BA760,2024-04-08,2,240
899932,3,FO440,2024-04-07,1,230
148230,1,BA547,2024-11-11,5,600
133343,1,SA210,2024-11-30,3,450
328239,3,FO928,2024-10-01,2,460
317427,2,CA514,2024-03-30,4,760
723034,2,BO968,2024-05-07,3,900
624461,3,BO185,2024-04-12,1,300
683046,3,SA703,2024-01-15,1,150
675353,1,BA290,2024-08-05,3,360
371618,3,FO437,2024-04-10,2,460
802044,1,SA911,2024-05-03,1,150
956554,2,FO488,2024-11-18,3,690
138320,3,HE178,2024-05-30,1,250
662148,2,BA526,2024-03-29,5,600
303983,2,CA295,2024-01-11,2,380
642029,1,BA872,2024-08-31,1,120
787576,2,BA528,2024-02-25,2,240
999125,1,SN703,2024-08-17,4,720
418845,1,BO370,2024-05-20,6,1800
866373,1,BO146,2024-01-17,5,1500
170853,3,SN165,2024-03-19,1,180
223357,2,BA740,2024-12-09,4,480
619420,1,HE348,2024-10-11,1,250
710008,2,SN581,2024-11-07,3,540
348843,1,BO118,2024-10-30,6,1800
394873,1,BO651,2024-01-27,5,1500
390375,3,SN127,2024-09-23,1,180
529001,1,BA526,2024-11-27,3,360
913164,1,SN710,2024-03-08,3,540
304814,2,BA120,2024-08-28,1,120
565931,2,FO540,2024-05-21,3,690
581013,3,BA332,2024-08-05,1,120
605588,3,BA831,2024-02-15,1,120
121601,2,SN644,2024-10-19,4,720
877665,1,BO381,2024-08-07,3,900
733805,3,BA797,2024-07-24,1,120
523565,2,SN213,2024-10-11,1,180
960598,3,BO832,2024-10-21,3,900
644071,2,BO915,2024-02-27,2,600
616311,1,BA672,2024-03-02,6,720
833202,1,BO868,2024-04-22,3,900
576498,2,SA725,2024-05-01,2,300
857595,3,CA798,2024-05-25,1,190
993972,1,BA872,2024-05-07,1,120
408029,2,FO696,2024-02-11,1,230
103726,3,SA934,2024-04-19,2,300
317905,2,SN871,2024-09-18,3,540
693131,3,SA674,2024-04-23,1,150
964676,1,BO125,2024-05-02,2,600
798200,2,SN211,2024-12-12,4,720
132111,1,BA332,2024-04-04,3,360
531186,3,SA437,2024-12-05,3,450
455951,1,CA995,2024-11-21,6,1140
182134,1,FO392,2024-10-15,1,230
532030,3,BA659,2024-06-02,2,240
162332,2,CA163,2024-07-03,5,950
403705,3,FO997,2024-04-13,1,230
433198,1,HE861,2024-06-05,3,750
625856,2,SA720,2024-03-12,1,150
480178,2,BA513,2024-03-21,2,240
305299,3,SN812,2024-11-01,1,180
211298,3,SN211,2024-08-22,1,180
200186,1,BO158,2024-04-26,4,1200
582080,3,HE392,2024-06-01,1,250
591645,1,HE547,2024-04-15,3,750
640196,3,CA381,2024-12-02,1,190
300713,1,SN503,2024-01-06,5,900
379591,1,BA296,2024-12-17,5,600
874637,1,FO356,2024-08-21,1,230
321812,2,BO199,2024-07-17,5,1500
459261,3,HE207,2024-02-12,2,500
554415,1,HE292,2024-05-28,1,250
850135,2,SN144,2024-12-15,5,900
145193,2,HE207,2024-06-28,2,500
294846,2,BA141,2024-11-20,3,360
992402,2,BA590,2024-11-13,1,120
816085,2,FO488,2024-05-29,4,920
810374,2,HE311,2024-07-10,2,500
582122,1,BA398,2024-08-15,4,480
307485,1,SA770,2024-09-20,5,750
155590,1,CA633,2024-09-18,5,950
598801,2,SN398,2024-12-20,5,900
673492,3,BA971,2024-02-20,1,120
802172,1,BA434,2024-08-23,2,240
521602,2,BA434,2024-11-09,3,360
742267,1,BO927,2024-06-02,1,300
191798,3,SN147,2024-06-24,1,180
118777,1,SA504,2024-01-18,7,1050
492241,2,BA249,2024-01-10,1,120
271668,1,FO405,2024-02-11,3,690
378168,3,CA320,2024-02-12,1,190
821547,3,CA167,2024-07-08,3,570
658245,1,BA726,2024-01-15,3,360
126082,2,SA674,2024-05-12,1,150
861910,3,FO835,2024-09-02,1,230
824283,3,SN766,2024-05-12,1,180
178824,2,HE116,2024-08-31,3,750
232798,1,SN512,2024-10-08,3,540
769314,1,BO325,2024-07-27,3,900
213388,1,BA120,2024-11-21,3,360
142286,1,SN398,2024-10-30,6,1080
759630,1,SN964,2024-05-25,2,360
506764,2,BO934,2024-01-29,4,1200
393450,1,SA327,2024-07-13,3,450
393538,2,BO856,2024-01-22,2,600
832227,3,FO373,2024-07-22,1,230
873636,1,CA363,2024-09-10,1,190
589492,3,HE955,2024-01-22,4,1000
641026,1,BO948,2024-04-12,2,600
991547,1,SN497,2024-04-20,5,900
452865,3,SN703,2024-06-10,2,360
564199,2,CA591,2024-02-18,1,190
495332,2,FO607,2024-12-11,2,460
835157,1,BA141,2024-02-09,3,360
997580,2,FO196,2024-10-17,3,690
133203,3,HE116,2024-09-23,1,250
421599,2,SA167,2024-05-10,1,150
531978,3,FO440,2024-06-20,1,230
671330,2,CA142,2024-03-08,3,570
545206,3,FO773,2024-09-29,1,230
828386,1,SN138,2024-10-27,2,360
425765,1,BA525,2024-11-19,3,360
164440,3,HE835,2024-04-02,2,500
754026,1,BO868,2024-08-22,4,1200
770223,3,CA882,2024-10-16,1,190
901937,1,CA320,2024-08-05,1,190
956362,2,BA824,2024-10-18,3,360
404610,1,BO623,2024-08-04,1,300
160514,1,BO284,2024-03-30,1,300
819850,1,SA504,2024-05-01,4,600
152934,1,SN211,2024-09-15,4,720
439080,3,SN172,2024-06-05,1,180
321744,3,BA120,2024-02-15,1,120
109187,2,BA590,2024-08-26,2,240
952146,2,BO750,2024-02-16,2,600
181224,3,BO158,2024-02-03,1,300
777732,2,SA167,2024-11-20,4,600
391483,3,FO811,2024-03-25,3,690
645833,1,CA369,2024-09-06,5,950
462416,3,SN361,2024-02-10,1,180
247834,1,SN992,2024-05-16,6,1080
861683,2,SN602,2024-05-08,4,720
236105,2,BO703,2024-12-31,5,1500
136540,1,FO488,2024-12-24,6,1380
844428,3,FO928,2024-08-20,2,460
524526,1,CA167,2024-08-12,3,570
796196,1,BO996,2024-05-14,1,300
621682,1,BA468,2024-12-07,4,480
291616,1,BA296,2024-09-03,3,360
623574,1,SA496,2024-02-17,3,450
651154,1,BA547,2024-03-02,5,600
548967,3,BA526,2024-01-16,2,240
255309,3,BO605,2024-03-09,1,300
248568,3,BA565,2024-08-28,1,120
782198,1,BO934,2024-10-04,4,1200
634791,1,SN497,2024-12-20,5,900
475159,1,CA623,2024-02-03,5,950
703745,2,BO284,2024-08-18,1,300
543377,1,CA962,2024-05-14,6,1140
952801,1,HE133,2024-05-08,1,250
473132,1,SN703,2024-03-02,6,1080
251109,1,CA895,2024-02-23,2,380
323267,2,SA720,2024-03-05,2,300
941264,2,SN211,2024-03-26,2,360
892303,3,FO928,2024-12-15,1,230
873453,1,BO147,2024-03-01,6,1800
126504,3,BA325,2024-08-20,1,120
705035,3,HE468,2024-04-28,2,500
627769,2,BA745,2024-04-22,1,120
922406,1,SA840,2024-01-08,5,750
675714,3,SN611,2024-09-29,1,180
575613,2,HE624,2024-07-17,5,1250
311895,3,HE783,2024-11-26,1,250
976469,1,SN521,2024-08-16,2,360
474162,3,SA167,2024-10-19,1,150
877081,1,FO802,2024-10-13,2,460
875245,1,BO897,2024-09-19,2,600
233354,1,FO696,2024-08-09,4,920
736843,1,CA716,2024-01-06,7,1330
913637,1,BA745,2024-06-14,1,120
568116,2,BA499,2024-03-22,2,240
496449,2,SA611,2024-08-01,1,150
605608,2,HE116,2024-11-23,4,1000
894588,1,FO696,2024-01-10,3,690
594273,3,SN653,2024-05-01,1,180
145806,3,CA389,2024-01-04,1,190
967825,2,CA540,2024-04-23,4,760
455117,1,SA210,2024-04-25,4,600
597322,3,SA770,2024-06-05,2,300
948398,3,SA372,2024-05-10,1,150
150407,2,HE861,2024-10-29,4,1000
563053,1,HE178,2024-10-16,1,250
655094,2,CA274,2024-06-19,5,950
332976,2,CA794,2024-10-11,3,570
156689,3,SA686,2024-07-17,1,150
131718,3,BO325,2024-06-04,1,300
309101,1,BO693,2024-12-21,3,900
652750,2,FO693,2024-05-15,3,690
723586,2,BA971,2024-07-02,3,360
497511,2,SN871,2024-03-14,1,180
168620,3,BO968,2024-11-22,3,900
994787,3,SN602,2024-08-26,1,180
825257,2,SN211,2024-12-14,5,900
441508,1,CA363,2024-11-28,6,1140
377122,1,HE178,2024-02-22,2,500
306905,2,FO540,2024-01-07,5,1150
284436,1,SN165,2024-01-22,1,180
197167,1,BO956,2024-11-04,5,1500
969726,2,BO284,2024-06-10,4,1200
953306,1,BA345,2024-09-05,4,480
500935,3,SN165,2024-08-15,2,360
724802,1,FO787,2024-09-07,5,1150
463238,1,CA798,2024-03-11,5,950
532287,1,BO313,2024-11-19,6,1800
146519,3,SN581,2024-10-07,3,540
149702,1,FO632,2024-11-06,1,230
237171,3,BA760,2024-12-24,3,360
389456,1,CA295,2024-04-01,1,190
708760,1,BA526,2024-06-23,3,360
784983,2,BO838,2024-01-11,2,600
582467,2,BA473,2024-06-17,1,120
652237,1,CA842,2024-08-08,1,190
567168,2,HE624,2024-11-11,4,1000
194051,2,SA840,2024-11-05,1,150
974737,3,SN812,2024-05-01,1,180
723645,1,SN644,2024-07-22,3,540
698769,2,CA362,2024-03-30,5,950
